KEY,FREQ,REF_AREA,ADJUSTMENT,FVC_REP_SECTOR,FVC_ITEM,MATURITY_ORIG,DATA_TYPE,COUNT_AREA,BS_COUNT_SECTOR,FVC_ORI_SECTOR,CURRENCY_TRANS,BS_SUFFIX
FVC.Q.ES.N.O.L40.L.1.A1.0000.ZZ.Z01.E,Q,ES,N,O,L40,L,1,A1,0000,ZZ,Z01,E
FVC.Q.DE.N.T.A30.A.1.U4.0000.ZZ.Z01.E,Q,DE,N,T,A30,A,1,U4,0000,ZZ,Z01,E
FVC.Q.DE.N.T.A30.A.4.U2.2271.ZZ.Z01.E,Q,DE,N,T,A30,A,4,U2,2271,ZZ,Z01,E
FVC.Q.DE.N.T.L40.H.4.A1.0000.ZZ.Z01.E,Q,DE,N,T,L40,H,4,A1,0000,ZZ,Z01,E
FVC.Q.DE.N.R.A30.A.4.A1.0000.ZZ.Z01.E,Q,DE,N,R,A30,A,4,A1,0000,ZZ,Z01,E
FVC.Q.DE.N.R.A30.A.4.U2.1000.ZZ.Z01.E,Q,DE,N,R,A30,A,4,U2,1000,ZZ,Z01,E
FVC.Q.DE.N.R.A50.A.4.A1.0000.ZZ.Z01.E,Q,DE,N,R,A50,A,4,A1,0000,ZZ,Z01,E
FVC.Q.DE.N.R.L40.L.1.A1.0000.ZZ.Z01.E,Q,DE,N,R,L40,L,1,A1,0000,ZZ,Z01,E
FVC.Q.DE.N.R.LT1.A.1.A1.0000.ZZ.Z01.E,Q,DE,N,R,LT1,A,1,A1,0000,ZZ,Z01,E
FVC.Q.DE.N.S.A30.A.4.U2.2271.ZZ.Z01.E,Q,DE,N,S,A30,A,4,U2,2271,ZZ,Z01,E
FVC.Q.DE.N.S.A30.A.4.U4.0000.ZZ.Z01.E,Q,DE,N,S,A30,A,4,U4,0000,ZZ,Z01,E
FVC.Q.PT.N.F.A20.A.4.U5.2240.00.Z01.E,Q,PT,N,F,A20,A,4,U5,2240,00,Z01,E
FVC.Q.ES.N.S.A20.A.1.U2.1000.E1.Z01.E,Q,ES,N,S,A20,A,1,U2,1000,E1,Z01,E
FVC.Q.ES.N.S.A20.A.1.U2.2270.00.Z01.E,Q,ES,N,S,A20,A,1,U2,2270,00,Z01,E
FVC.Q.ES.N.S.A20.A.1.U5.2250.E1.Z01.E,Q,ES,N,S,A20,A,1,U5,2250,E1,Z01,E
FVC.Q.ES.N.S.A20.A.4.A1.0000.00.Z01.E,Q,ES,N,S,A20,A,4,A1,0000,00,Z01,E
FVC.Q.ES.N.S.A20.A.4.U2.2220.00.Z01.E,Q,ES,N,S,A20,A,4,U2,2220,00,Z01,E
FVC.Q.ES.N.S.A20.A.4.U6.2240.E1.Z01.E,Q,ES,N,S,A20,A,4,U6,2240,E1,Z01,E
FVC.Q.ES.N.S.A20.A.4.U6.2250.E1.Z01.E,Q,ES,N,S,A20,A,4,U6,2250,E1,Z01,E
FVC.Q.ES.N.S.A40.A.1.A1.0000.00.Z01.E,Q,ES,N,S,A40,A,1,A1,0000,00,Z01,E
FVC.Q.ES.N.S.L20.F.4.A1.0000.ZZ.Z01.E,Q,ES,N,S,L20,F,4,A1,0000,ZZ,Z01,E
FVC.Q.PT.N.F.L60.A.4.A1.0000.ZZ.Z01.E,Q,PT,N,F,L60,A,4,A1,0000,ZZ,Z01,E
FVC.Q.PT.N.O.A20.A.1.U5.2250.E1.Z01.E,Q,PT,N,O,A20,A,1,U5,2250,E1,Z01,E
FVC.Q.PT.N.O.A20.A.4.U2.1000.E1.Z01.E,Q,PT,N,O,A20,A,4,U2,1000,E1,Z01,E
FVC.Q.ES.N.T.A10.A.1.U2.2271.ZZ.Z01.E,Q,ES,N,T,A10,A,1,U2,2271,ZZ,Z01,E
FVC.Q.ES.N.T.A10.A.4.A1.0000.ZZ.Z01.E,Q,ES,N,T,A10,A,4,A1,0000,ZZ,Z01,E
FVC.Q.ES.N.R.A10.A.1.A1.0000.ZZ.Z01.E,Q,ES,N,R,A10,A,1,A1,0000,ZZ,Z01,E
FVC.Q.ES.N.R.A10.A.1.U2.2271.ZZ.Z01.E,Q,ES,N,R,A10,A,1,U2,2271,ZZ,Z01,E
FVC.Q.ES.N.R.A10.F.4.U4.00BK.ZZ.Z01.E,Q,ES,N,R,A10,F,4,U4,00BK,ZZ,Z01,E
FVC.Q.ES.N.R.A10.K.1.A1.0000.ZZ.Z01.E,Q,ES,N,R,A10,K,1,A1,0000,ZZ,Z01,E
FVC.Q.ES.N.R.A10.K.1.U6.1000.ZZ.Z01.E,Q,ES,N,R,A10,K,1,U6,1000,ZZ,Z01,E
FVC.Q.ES.N.R.A10.K.4.U2.1000.ZZ.Z01.E,Q,ES,N,R,A10,K,4,U2,1000,ZZ,Z01,E
FVC.Q.PT.N.R.A10.A.1.U2.1000.ZZ.Z01.E,Q,PT,N,R,A10,A,1,U2,1000,ZZ,Z01,E
FVC.Q.DE.N.S.AT1.A.4.A1.0000.ZZ.Z01.E,Q,DE,N,S,AT1,A,4,A1,0000,ZZ,Z01,E
FVC.Q.DE.N.S.L40.A.1.A1.0000.ZZ.Z01.E,Q,DE,N,S,L40,A,1,A1,0000,ZZ,Z01,E
FVC.Q.DE.N.O.LT1.A.4.A1.0000.ZZ.Z01.E,Q,DE,N,O,LT1,A,4,A1,0000,ZZ,Z01,E
FVC.Q.DE.N.F.A20.A.1.U5.2240.E1.Z01.E,Q,DE,N,F,A20,A,1,U5,2240,E1,Z01,E
FVC.Q.BE.N.F.A20.A.1.U2.2250.E1.Z01.E,Q,BE,N,F,A20,A,1,U2,2250,E1,Z01,E
FVC.Q.AT.N.S.A10.A.1.U2.2271.ZZ.Z01.E,Q,AT,N,S,A10,A,1,U2,2271,ZZ,Z01,E
FVC.Q.AT.N.S.A10.A.4.U2.1000.ZZ.Z01.E,Q,AT,N,S,A10,A,4,U2,1000,ZZ,Z01,E
FVC.Q.AT.N.S.A10.A.4.U5.2271.ZZ.Z01.E,Q,AT,N,S,A10,A,4,U5,2271,ZZ,Z01,E
FVC.Q.AT.N.S.A20.A.1.U5.2250.E1.Z01.E,Q,AT,N,S,A20,A,1,U5,2250,E1,Z01,E
FVC.Q.AT.N.S.A20.A.4.U6.2240.E1.Z01.E,Q,AT,N,S,A20,A,4,U6,2240,E1,Z01,E
FVC.Q.NL.N.R.A30.A.4.U2.2000.ZZ.Z01.E,Q,NL,N,R,A30,A,4,U2,2000,ZZ,Z01,E
FVC.Q.NL.N.R.A50.A.4.U2.2271.ZZ.Z01.E,Q,NL,N,R,A50,A,4,U2,2271,ZZ,Z01,E
FVC.Q.NL.N.F.A30.A.4.U2.2000.ZZ.Z01.E,Q,NL,N,F,A30,A,4,U2,2000,ZZ,Z01,E
FVC.Q.NL.N.F.A50.A.1.U2.2271.ZZ.Z01.E,Q,NL,N,F,A50,A,1,U2,2271,ZZ,Z01,E
FVC.Q.NL.N.F.A50.A.4.U2.2271.ZZ.Z01.E,Q,NL,N,F,A50,A,4,U2,2271,ZZ,Z01,E
FVC.Q.NL.N.F.L40.A.1.A1.0000.ZZ.Z01.E,Q,NL,N,F,L40,A,1,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.O.A30.A.1.A1.0000.ZZ.Z01.E,Q,NL,N,O,A30,A,1,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.O.A30.A.1.U2.1000.ZZ.Z01.E,Q,NL,N,O,A30,A,1,U2,1000,ZZ,Z01,E
FVC.Q.NL.N.O.A30.A.1.U2.2000.ZZ.Z01.E,Q,NL,N,O,A30,A,1,U2,2000,ZZ,Z01,E
FVC.Q.NL.N.O.L40.L.4.A1.0000.ZZ.Z01.E,Q,NL,N,O,L40,L,4,A1,0000,ZZ,Z01,E
FVC.Q.MT.N.F.A30.A.4.U4.0000.ZZ.Z01.E,Q,MT,N,F,A30,A,4,U4,0000,ZZ,Z01,E
FVC.Q.MT.N.F.L40.A.I.A1.0000.ZZ.Z01.A,Q,MT,N,F,L40,A,I,A1,0000,ZZ,Z01,A
FVC.Q.MT.N.F.L40.L.1.A1.0000.ZZ.Z01.E,Q,MT,N,F,L40,L,1,A1,0000,ZZ,Z01,E
FVC.Q.MT.N.F.L40.L.4.A1.0000.ZZ.Z01.E,Q,MT,N,F,L40,L,4,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.T.A10.K.4.U4.0000.ZZ.Z01.E,Q,NL,N,T,A10,K,4,U4,0000,ZZ,Z01,E
FVC.Q.NL.N.T.A10.K.4.U6.1000.ZZ.Z01.E,Q,NL,N,T,A10,K,4,U6,1000,ZZ,Z01,E
FVC.Q.NL.N.T.A10.K.4.U6.2271.ZZ.Z01.E,Q,NL,N,T,A10,K,4,U6,2271,ZZ,Z01,E
FVC.Q.NL.N.T.A20.A.1.U2.2200.00.Z01.E,Q,NL,N,T,A20,A,1,U2,2200,00,Z01,E
FVC.Q.NL.N.T.A20.A.1.U2.2200.E1.Z01.E,Q,NL,N,T,A20,A,1,U2,2200,E1,Z01,E
FVC.Q.NL.N.T.A20.A.1.U2.2240.E1.Z01.E,Q,NL,N,T,A20,A,1,U2,2240,E1,Z01,E
FVC.Q.NL.N.T.A20.A.1.U5.2240.00.Z01.E,Q,NL,N,T,A20,A,1,U5,2240,00,Z01,E
FVC.Q.NL.N.T.A20.A.1.U6.2250.E1.Z01.E,Q,NL,N,T,A20,A,1,U6,2250,E1,Z01,E
FVC.Q.NL.N.T.A20.A.4.A1.0000.00.Z01.E,Q,NL,N,T,A20,A,4,A1,0000,00,Z01,E
FVC.Q.NL.N.T.A20.A.4.A1.0000.R0.Z01.E,Q,NL,N,T,A20,A,4,A1,0000,R0,Z01,E
FVC.Q.NL.N.T.A20.A.4.U2.1000.E1.Z01.E,Q,NL,N,T,A20,A,4,U2,1000,E1,Z01,E
FVC.Q.NL.N.T.A20.A.4.U5.2240.E1.Z01.E,Q,NL,N,T,A20,A,4,U5,2240,E1,Z01,E
FVC.Q.ES.N.R.A20.A.1.U2.2270.E1.Z01.E,Q,ES,N,R,A20,A,1,U2,2270,E1,Z01,E
FVC.Q.ES.N.R.A20.A.1.U5.2250.00.Z01.E,Q,ES,N,R,A20,A,1,U5,2250,00,Z01,E
FVC.Q.ES.N.R.A20.A.1.U6.2250.E1.Z01.E,Q,ES,N,R,A20,A,1,U6,2250,E1,Z01,E
FVC.Q.ES.N.R.A20.A.I.A1.0000.E1.Z01.A,Q,ES,N,R,A20,A,I,A1,0000,E1,Z01,A
FVC.Q.ES.N.R.L20.K.4.A1.0000.ZZ.Z01.E,Q,ES,N,R,L20,K,4,A1,0000,ZZ,Z01,E
FVC.Q.PT.N.F.A10.A.1.U2.1000.ZZ.Z01.E,Q,PT,N,F,A10,A,1,U2,1000,ZZ,Z01,E
FVC.Q.PT.N.F.A10.A.4.U4.00BK.ZZ.Z01.E,Q,PT,N,F,A10,A,4,U4,00BK,ZZ,Z01,E
FVC.Q.PT.N.F.A10.F.1.U2.1000.ZZ.Z01.E,Q,PT,N,F,A10,F,1,U2,1000,ZZ,Z01,E
FVC.Q.PT.N.F.A10.F.4.U6.1000.ZZ.Z01.E,Q,PT,N,F,A10,F,4,U6,1000,ZZ,Z01,E
FVC.Q.PT.N.F.A10.K.1.U5.2271.ZZ.Z01.E,Q,PT,N,F,A10,K,1,U5,2271,ZZ,Z01,E
FVC.Q.LU.N.T.A30.A.1.U2.2000.ZZ.Z01.E,Q,LU,N,T,A30,A,1,U2,2000,ZZ,Z01,E
FVC.Q.LU.N.T.A50.A.1.U2.2271.ZZ.Z01.E,Q,LU,N,T,A50,A,1,U2,2271,ZZ,Z01,E
FVC.Q.LU.N.T.L40.A.1.A1.0000.ZZ.Z01.E,Q,LU,N,T,L40,A,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.T.L40.A.I.A1.0000.ZZ.Z01.A,Q,LU,N,T,L40,A,I,A1,0000,ZZ,Z01,A
FVC.Q.NL.N.S.L40.A.1.A1.0000.ZZ.Z01.E,Q,NL,N,S,L40,A,1,A1,0000,ZZ,Z01,E
FVC.Q.NL.N.S.L40.L.4.A1.0000.ZZ.Z01.E,Q,NL,N,S,L40,L,4,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.R.L40.L.4.A1.0000.ZZ.Z01.E,Q,LU,N,R,L40,L,4,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.S.AT1.A.1.A1.0000.ZZ.Z01.E,Q,LU,N,S,AT1,A,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.S.L40.H.1.A1.0000.ZZ.Z01.E,Q,LU,N,S,L40,H,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.S.L40.L.1.A1.0000.ZZ.Z01.E,Q,LU,N,S,L40,L,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.O.AT1.A.4.A1.0000.ZZ.Z01.E,Q,LU,N,O,AT1,A,4,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.O.L40.A.1.A1.0000.ZZ.Z01.E,Q,LU,N,O,L40,A,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.O.L40.A.4.A1.0000.ZZ.Z01.E,Q,LU,N,O,L40,A,4,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.R.A30.A.1.A1.0000.ZZ.Z01.E,Q,LU,N,R,A30,A,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.R.A30.A.1.U2.1000.ZZ.Z01.E,Q,LU,N,R,A30,A,1,U2,1000,ZZ,Z01,E
FVC.Q.LU.N.R.A30.A.4.U2.2000.ZZ.Z01.E,Q,LU,N,R,A30,A,4,U2,2000,ZZ,Z01,E
FVC.Q.LU.N.R.A50.A.1.A1.0000.ZZ.Z01.E,Q,LU,N,R,A50,A,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.R.AT1.A.1.A1.0000.ZZ.Z01.E,Q,LU,N,R,AT1,A,1,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.T.LT1.A.1.A1.0000.ZZ.Z01.E,Q,IT,N,T,LT1,A,1,A1,0000,ZZ,Z01,E
FVC.Q.LU.N.F.A30.A.1.U2.1000.ZZ.Z01.E,Q,LU,N,F,A30,A,1,U2,1000,ZZ,Z01,E
FVC.Q.LU.N.F.L40.L.1.A1.0000.ZZ.Z01.E,Q,LU,N,F,L40,L,1,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.S.L40.H.4.A1.0000.ZZ.Z01.E,Q,IT,N,S,L40,H,4,A1,0000,ZZ,Z01,E
FVC.Q.PT.N.F.A10.K.4.U4.00BK.ZZ.Z01.E,Q,PT,N,F,A10,K,4,U4,00BK,ZZ,Z01,E
FVC.Q.PT.N.F.A10.K.4.U6.1000.ZZ.Z01.E,Q,PT,N,F,A10,K,4,U6,1000,ZZ,Z01,E
FVC.Q.ES.N.S.A10.A.1.U4.00NB.ZZ.Z01.E,Q,ES,N,S,A10,A,1,U4,00NB,ZZ,Z01,E
FVC.Q.ES.N.F.A10.K.4.U4.00BK.ZZ.Z01.E,Q,ES,N,F,A10,K,4,U4,00BK,ZZ,Z01,E
FVC.Q.ES.N.F.A20.A.1.U2.1000.E1.Z01.E,Q,ES,N,F,A20,A,1,U2,1000,E1,Z01,E
FVC.Q.ES.N.F.A20.A.1.U5.2250.E1.Z01.E,Q,ES,N,F,A20,A,1,U5,2250,E1,Z01,E
FVC.Q.ES.N.F.A20.A.4.U2.2250.E1.Z01.E,Q,ES,N,F,A20,A,4,U2,2250,E1,Z01,E
FVC.Q.ES.N.F.A20.A.4.U2.2260.00.Z01.E,Q,ES,N,F,A20,A,4,U2,2260,00,Z01,E
FVC.Q.ES.N.F.A20.A.4.U2.2270.E1.Z01.E,Q,ES,N,F,A20,A,4,U2,2270,E1,Z01,E
FVC.Q.ES.N.F.A20.A.4.U5.2240.E1.Z01.E,Q,ES,N,F,A20,A,4,U5,2240,E1,Z01,E
FVC.Q.ES.N.F.A20.A.4.U6.2240.E1.Z01.E,Q,ES,N,F,A20,A,4,U6,2240,E1,Z01,E
FVC.Q.ES.N.F.A20.A.I.A1.0000.E1.Z01.A,Q,ES,N,F,A20,A,I,A1,0000,E1,Z01,A
FVC.Q.ES.N.F.A40.A.4.A1.0000.00.Z01.E,Q,ES,N,F,A40,A,4,A1,0000,00,Z01,E
FVC.Q.PT.N.F.A10.K.4.U6.2271.ZZ.Z01.E,Q,PT,N,F,A10,K,4,U6,2271,ZZ,Z01,E
FVC.Q.NL.N.S.A10.K.1.U4.00BK.ZZ.Z01.E,Q,NL,N,S,A10,K,1,U4,00BK,ZZ,Z01,E
FVC.Q.NL.N.S.A10.K.4.U6.2271.ZZ.Z01.E,Q,NL,N,S,A10,K,4,U6,2271,ZZ,Z01,E
FVC.Q.NL.N.S.A20.A.1.U2.1000.00.Z01.E,Q,NL,N,S,A20,A,1,U2,1000,00,Z01,E
FVC.Q.NL.N.S.A20.A.1.U2.2240.00.Z01.E,Q,NL,N,S,A20,A,1,U2,2240,00,Z01,E
FVC.Q.NL.N.S.A20.A.1.U6.2240.E1.Z01.E,Q,NL,N,S,A20,A,1,U6,2240,E1,Z01,E
FVC.Q.NL.N.S.A20.A.1.U6.2250.00.Z01.E,Q,NL,N,S,A20,A,1,U6,2250,00,Z01,E
FVC.Q.NL.N.S.A20.A.4.U2.2240.E1.Z01.E,Q,NL,N,S,A20,A,4,U2,2240,E1,Z01,E
FVC.Q.NL.N.S.A20.A.4.U2.2260.00.Z01.E,Q,NL,N,S,A20,A,4,U2,2260,00,Z01,E
FVC.Q.NL.N.S.A20.A.4.U2.2270.00.Z01.E,Q,NL,N,S,A20,A,4,U2,2270,00,Z01,E
FVC.Q.IT.N.T.A30.A.1.A1.0000.ZZ.Z01.E,Q,IT,N,T,A30,A,1,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.T.A30.A.1.U2.1000.ZZ.Z01.E,Q,IT,N,T,A30,A,1,U2,1000,ZZ,Z01,E
FVC.Q.AT.N.F.A10.A.4.U2.2271.ZZ.Z01.E,Q,AT,N,F,A10,A,4,U2,2271,ZZ,Z01,E
FVC.Q.AT.N.F.A20.A.1.A1.0000.E1.Z01.E,Q,AT,N,F,A20,A,1,A1,0000,E1,Z01,E
FVC.Q.AT.N.F.A20.A.1.U5.2240.E1.Z01.E,Q,AT,N,F,A20,A,1,U5,2240,E1,Z01,E
FVC.Q.AT.N.F.A20.A.4.A1.0000.E1.Z01.E,Q,AT,N,F,A20,A,4,A1,0000,E1,Z01,E
FVC.Q.IT.N.T.A50.A.4.A1.0000.ZZ.Z01.E,Q,IT,N,T,A50,A,4,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.T.L40.A.1.A1.0000.ZZ.Z01.E,Q,IT,N,T,L40,A,1,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.R.L60.A.4.A1.0000.ZZ.Z01.E,Q,IT,N,R,L60,A,4,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.S.A10.A.1.U5.2271.ZZ.Z01.E,Q,IT,N,S,A10,A,1,U5,2271,ZZ,Z01,E
FVC.Q.IT.N.S.A10.A.4.U4.00BK.ZZ.Z01.E,Q,IT,N,S,A10,A,4,U4,00BK,ZZ,Z01,E
FVC.Q.IT.N.S.A10.F.1.U5.1000.ZZ.Z01.E,Q,IT,N,S,A10,F,1,U5,1000,ZZ,Z01,E
FVC.Q.AT.N.F.L60.A.4.A1.0000.ZZ.Z01.E,Q,AT,N,F,L60,A,4,A1,0000,ZZ,Z01,E
FVC.Q.AT.N.O.A10.A.1.U2.1000.ZZ.Z01.E,Q,AT,N,O,A10,A,1,U2,1000,ZZ,Z01,E
FVC.Q.AT.N.O.L20.A.4.A1.0000.ZZ.Z01.E,Q,AT,N,O,L20,A,4,A1,0000,ZZ,Z01,E
FVC.Q.AT.N.O.L60.A.1.A1.0000.ZZ.Z01.E,Q,AT,N,O,L60,A,1,A1,0000,ZZ,Z01,E
FVC.Q.AT.N.R.A10.A.4.U2.2271.ZZ.Z01.E,Q,AT,N,R,A10,A,4,U2,2271,ZZ,Z01,E
FVC.Q.AT.N.R.A10.A.4.U5.2271.ZZ.Z01.E,Q,AT,N,R,A10,A,4,U5,2271,ZZ,Z01,E
FVC.Q.AT.N.R.A10.A.4.U6.2271.ZZ.Z01.E,Q,AT,N,R,A10,A,4,U6,2271,ZZ,Z01,E
FVC.Q.AT.N.R.A20.A.1.A1.0000.00.Z01.E,Q,AT,N,R,A20,A,1,A1,0000,00,Z01,E
FVC.Q.IT.N.S.A30.A.1.U4.0000.ZZ.Z01.E,Q,IT,N,S,A30,A,1,U4,0000,ZZ,Z01,E
FVC.Q.IT.N.S.A30.A.4.U4.0000.ZZ.Z01.E,Q,IT,N,S,A30,A,4,U4,0000,ZZ,Z01,E
FVC.Q.IT.N.O.A20.A.4.U5.2250.E1.Z01.E,Q,IT,N,O,A20,A,4,U5,2250,E1,Z01,E
FVC.Q.ES.N.F.L20.A.1.A1.0000.ZZ.Z01.E,Q,ES,N,F,L20,A,1,A1,0000,ZZ,Z01,E
FVC.Q.ES.N.F.L60.A.1.A1.0000.ZZ.Z01.E,Q,ES,N,F,L60,A,1,A1,0000,ZZ,Z01,E
FVC.Q.ES.N.O.A20.A.1.A1.0000.00.Z01.E,Q,ES,N,O,A20,A,1,A1,0000,00,Z01,E
FVC.Q.ES.N.O.A20.A.1.A1.0000.R0.Z01.E,Q,ES,N,O,A20,A,1,A1,0000,R0,Z01,E
FVC.Q.ES.N.O.A20.A.4.U2.2240.E1.Z01.E,Q,ES,N,O,A20,A,4,U2,2240,E1,Z01,E
FVC.Q.ES.N.O.A20.A.4.U5.2240.E1.Z01.E,Q,ES,N,O,A20,A,4,U5,2240,E1,Z01,E
FVC.Q.ES.N.O.A20.A.4.U6.2240.E1.Z01.E,Q,ES,N,O,A20,A,4,U6,2240,E1,Z01,E
FVC.Q.ES.N.O.A20.A.I.A1.0000.E1.Z01.A,Q,ES,N,O,A20,A,I,A1,0000,E1,Z01,A
FVC.Q.DE.N.T.A10.F.1.U2.2271.ZZ.Z01.E,Q,DE,N,T,A10,F,1,U2,2271,ZZ,Z01,E
FVC.Q.DE.N.T.A10.F.1.U6.2271.ZZ.Z01.E,Q,DE,N,T,A10,F,1,U6,2271,ZZ,Z01,E
FVC.Q.DE.N.T.A10.F.4.U2.2271.ZZ.Z01.E,Q,DE,N,T,A10,F,4,U2,2271,ZZ,Z01,E
FVC.Q.DE.N.T.A10.K.4.U5.1000.ZZ.Z01.E,Q,DE,N,T,A10,K,4,U5,1000,ZZ,Z01,E
FVC.Q.DE.N.T.A20.A.1.A1.0000.00.Z01.E,Q,DE,N,T,A20,A,1,A1,0000,00,Z01,E
FVC.Q.DE.N.T.A20.A.1.U2.2200.00.Z01.E,Q,DE,N,T,A20,A,1,U2,2200,00,Z01,E
FVC.Q.DE.N.T.A20.A.1.U2.2240.00.Z01.E,Q,DE,N,T,A20,A,1,U2,2240,00,Z01,E
FVC.Q.DE.N.T.A20.A.1.U5.2250.00.Z01.E,Q,DE,N,T,A20,A,1,U5,2250,00,Z01,E
FVC.Q.DE.N.T.A20.A.4.U2.1000.00.Z01.E,Q,DE,N,T,A20,A,4,U2,1000,00,Z01,E
FVC.Q.DE.N.T.A40.A.1.A1.0000.00.Z01.E,Q,DE,N,T,A40,A,1,A1,0000,00,Z01,E
FVC.Q.DE.N.T.T00.A.4.A1.0000.ZZ.Z01.E,Q,DE,N,T,T00,A,4,A1,0000,ZZ,Z01,E
FVC.Q.ES.N.F.A10.A.4.U5.2271.ZZ.Z01.E,Q,ES,N,F,A10,A,4,U5,2271,ZZ,Z01,E
FVC.Q.ES.N.F.A10.F.1.U2.2271.ZZ.Z01.E,Q,ES,N,F,A10,F,1,U2,2271,ZZ,Z01,E
FVC.Q.ES.N.F.A10.F.1.U4.00BK.ZZ.Z01.E,Q,ES,N,F,A10,F,1,U4,00BK,ZZ,Z01,E
FVC.Q.IT.N.O.A30.A.1.U4.0000.ZZ.Z01.E,Q,IT,N,O,A30,A,1,U4,0000,ZZ,Z01,E
FVC.Q.IT.N.O.L40.H.1.A1.0000.ZZ.Z01.E,Q,IT,N,O,L40,H,1,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.O.L40.L.1.A1.0000.ZZ.Z01.E,Q,IT,N,O,L40,L,1,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.O.L60.A.1.A1.0000.ZZ.Z01.E,Q,IT,N,O,L60,A,1,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.R.A10.A.1.U4.0000.ZZ.Z01.E,Q,IT,N,R,A10,A,1,U4,0000,ZZ,Z01,E
FVC.Q.IT.N.R.A10.A.1.U6.2271.ZZ.Z01.E,Q,IT,N,R,A10,A,1,U6,2271,ZZ,Z01,E
FVC.Q.IT.N.R.A10.A.4.U4.0000.ZZ.Z01.E,Q,IT,N,R,A10,A,4,U4,0000,ZZ,Z01,E
FVC.Q.IT.N.R.A10.F.1.U5.1000.ZZ.Z01.E,Q,IT,N,R,A10,F,1,U5,1000,ZZ,Z01,E
FVC.Q.IT.N.R.A10.F.1.U5.2271.ZZ.Z01.E,Q,IT,N,R,A10,F,1,U5,2271,ZZ,Z01,E
FVC.Q.IT.N.R.A10.F.1.U6.1000.ZZ.Z01.E,Q,IT,N,R,A10,F,1,U6,1000,ZZ,Z01,E
FVC.Q.IT.N.R.A10.F.4.U2.1000.ZZ.Z01.E,Q,IT,N,R,A10,F,4,U2,1000,ZZ,Z01,E
FVC.Q.IT.N.R.A10.K.4.A1.0000.ZZ.Z01.E,Q,IT,N,R,A10,K,4,A1,0000,ZZ,Z01,E
FVC.Q.IT.N.R.A10.K.4.U2.2271.ZZ.Z01.E,Q,IT,N,R,A10,K,4,U2,2271,ZZ,Z01,E
FVC.Q.IT.N.R.A20.A.1.A1.0000.E0.Z01.E,Q,IT,N,R,A20,A,1,A1,0000,E0,Z01,E
FVC.Q.IT.N.R.A20.A.1.U2.1000.00.Z01.E,Q,IT,N,R,A20,A,1,U2,1000,00,Z01,E
FVC.Q.IT.N.R.A20.A.1.U2.2270.00.Z01.E,Q,IT,N,R,A20,A,1,U2,2270,00,Z01,E
FVC.Q.IT.N.R.A20.A.1.U5.2240.E1.Z01.E,Q,IT,N,R,A20,A,1,U5,2240,E1,Z01,E
FVC.Q.IT.N.R.A20.A.4.U2.2250.E1.Z01.E,Q,IT,N,R,A20,A,4,U2,2250,E1,Z01,E
FVC.Q.IT.N.R.A20.A.4.U5.2240.E1.Z01.E,Q,IT,N,R,A20,A,4,U5,2240,E1,Z01,E
FVC.Q.IT.N.R.A20.A.4.U6.2240.00.Z01.E,Q,IT,N,R,A20,A,4,U6,2240,00,Z01,E
FVC.Q.IT.N.R.A30.A.1.U2.1000.ZZ.Z01.E,Q,IT,N,R,A30,A,1,U2,1000,ZZ,Z01,E
FVC.Q.IT.N.R.A30.A.1.U4.0000.ZZ.Z01.E,Q,IT,N,R,A30,A,1,U4,0000,ZZ,Z01,E
FVC.Q.ES.N.F.A10.F.1.U5.1000.ZZ.Z01.E,Q,ES,N,F,A10,F,1,U5,1000,ZZ,Z01,E
FVC.Q.ES.N.F.A10.K.1.U2.2271.ZZ.Z01.E,Q,ES,N,F,A10,K,1,U2,2271,ZZ,Z01,E
FVC.Q.ES.N.F.A10.K.1.U4.0000.ZZ.Z01.E,Q,ES,N,F,A10,K,1,U4,0000,ZZ,Z01,E
FVC.Q.DE.N.R.A40.A.4.A1.0000.00.Z01.E,Q,DE,N,R,A40,A,4,A1,0000,00,Z01,E
FVC.Q.DE.N.R.L20.A.1.A1.0000.ZZ.Z01.E,Q,DE,N,R,L20,A,1,A1,0000,ZZ,Z01,E
